N,P,K,temperature,humidity,ph,rainfall,label
64.24,59.81,45.51,25.94,89.05,6.23,198.8,jute
50.45,56.3,49.87,29.24,98.35,6.34,168.12,papaya
16.75,26.96,36.33,23.85,93.7,6.37,140.03,pomegranate
26.78,46.31,24.95,33.55,54.74,7.65,37.83,mothbeans
38.89,92.34,72.52,20.09,24.89,7.29,93.1,chickpea
8.64,137.41,203.42,7.46,81.87,6.52,52.02,grapes
99.37,14.32,49.98,22.98,90.42,6.66,19.67,muskmelon
19.15,3.02,44.79,31.66,93.52,6.2,169.59,coconut
3.59,10.93,10.29,11.88,89.61,5.67,113.04,orange
4.02,19.8,33.96,27.77,51.17,5.71,78.41,mango
16.57,75.03,20.78,14.85,56.4,7.25,36.91,lentil
74.57,32.1,49.93,21.7,88.98,5.91,215.13,rice
0.78,23.06,44.16,34.65,48.56,6.25,100.49,mango
67.68,65.79,36.3,19.52,63.7,6.7,83.98,maize
5.6,15.26,32.05,22.41,87.41,6.59,138.16,pomegranate
81.18,58.24,39.55,18.6,69.74,7.35,58.85,maize
6.71,12.72,14.23,13.52,90.65,6.21,130.67,orange
5.25,8.31,31.85,34.13,89.14,5.21,144.75,coconut
3.06,17.66,5.9,14.95,88.62,6.11,141.9,orange
91.49,41.98,45.53,24.41,72.72,6.98,190.24,jute
13.16,125.38,181.56,9.84,80.65,6.12,69.46,grapes
5.71,31.92,18.99,31.34,87.23,6.55,34.87,mungbean
34.32,99.42,83.59,17.32,23.7,8.02,92.71,chickpea
118.29,35.56,31.28,24.47,71.75,6.1,193.91,coffee
16.14,124.7,209.54,11.44,82.14,5.85,61.13,grapes
2.03,73.35,23.8,18.07,63.64,6.3,32.73,lentil
93.82,59.59,26.95,16.89,71.48,7.05,86.54,maize
69.65,44.67,38.79,27.03,72.81,6.98,166.51,jute
17.96,26.4,44.61,20.73,90.12,6.55,128.6,pomegranate
106.7,25.65,35.22,26.22,67.01,6.57,236.5,coffee
19.33,133.09,208.73,3.15,89.22,6.04,117.53,apple
4.18,51.02,18.08,29.49,40.94,6.03,31.53,mothbeans
93.35,51.11,48.35,26.85,88.07,5.83,160.03,rice
2.36,45.48,26.39,28.26,71.95,6.98,40.97,blackgram
70.87,39.59,46.2,21.11,88.59,5.49,215.8,rice
19.97,85.33,74.84,21.28,13.09,7.88,80.92,chickpea
103.68,9.6,47.18,28.72,88.52,6.79,50.36,watermelon
1.46,18.05,29.13,33.2,48.31,6.89,61.8,mango
118.06,75.99,57.35,27.33,80.9,6.4,147.04,banana
34.31,77.65,70.01,24.94,16.91,7.43,80.73,chickpea
14.43,74.64,19.78,13.88,59.38,6.2,44.52,lentil
18.91,136.34,198.66,10.21,90.36,5.95,130.56,apple
34.59,73.56,20.61,17.68,18.26,6.59,145.63,kidneybeans
96.51,15.42,50.11,28.23,93.33,6.82,23.29,muskmelon
15.35,17.21,38.45,33.53,58.51,5.67,98.96,mango
16.54,4.64,32.23,33.08,93.82,6.35,161.77,coconut
63.19,36.98,33.03,21.44,82.98,5.79,258.88,rice
110.21,19.61,27.7,25.07,79.04,6.74,64.44,cotton
16.59,5.41,44.45,26.89,89.63,6.7,170.57,coconut
106.23,25.32,25.43,27.28,73.43,6.27,162.28,coffee
21.4,51.64,17.73,32.39,48.72,7.11,41.62,mothbeans
